tag,Questions,Answers
anxiety,I cannot relax myself.,Don't be afraid to ask for help when you need it.
anxiety,I cannot relax myself.,Remember that anxiety doesn't define you.
anxiety,I cannot relax myself.,Try to focus on the things you are grateful for.
anxiety,I cannot relax myself.,Take things one step at a time.
anxiety,I cannot relax myself.,Try to find humor in difficult situations.
anxiety,I cannot relax myself.,Remember that you are not alone in your struggles.
anxiety,I cannot relax myself.,Try to stay positive and optimistic.
anxiety,I cannot relax myself.,Don't be afraid to set boundaries with others.
anxiety,I cannot relax myself.,Remember that it's okay to take things slow.
anxiety,I cannot relax myself.,Believe in yourself and your ability to overcome anxiety.
depression,I feel depressed.,I'm here to listen if you need to talk.
depression,I feel depressed.,You're not alone in feeling this way.
depression,I feel depressed.,It's okay to not be okay.
depression,I feel depressed.,I care about you and your well-being.
depression,I feel depressed.,You are important and valued.
depression,I feel depressed.,It's okay to take things one day at a time.
depression,I feel depressed.,You are strong and capable of overcoming this.
depression,I feel depressed.,It's okay to ask for help when you need it.
depression,I feel depressed.,You are not defined by your struggles.
depression,I feel depressed.,It's okay to take a break and prioritize self-care.
depression,I feel depressed.,You are worthy of love and happiness.
depression,I feel depressed.,It's okay to seek professional help if needed.
depression,I feel depressed.,You are not a burden to those who care about you.
depression,I feel depressed.,It's okay to feel overwhelmed and take a step back.
depression,I feel depressed.,You are not alone in seeking help for mental health.
depression,I feel depressed.,It's okay to have bad days and not feel guilty about it.
depression,I feel depressed.,You are not weak for struggling with depression.
depression,I feel depressed.,It's okay to set boundaries and prioritize your mental health.
depression,I feel depressed.,You are not alone in feeling like you're not making progress.
depression,I feel depressed.,It's okay to celebrate small victories and progress.
